PENSION GARANTIZADA UNIVERSAL (PGU);;;;;;;;;;;;;;;;;;;;;
dic-24;;;;;;;;;;;;;;;;;;;;;
(Número y Monto en miles de $);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Región;Cód. Comuna;Glosa Comuna;Nº Hombre;Monto m$ Hombre;Nº Mujer;Monto m$ Mujer;Total Nº;Total Mto. m$;;;;;;;;;;;;;
13;13201;PUENTE ALTO;3.119;665.702;10.279;2.195.781;13.398;2.861.483;21.402;4.491.308;23.923;5.069.079;45.325;9.560.388;24.521;5.157.010;34.202;7.264.861;58.723;12.421.871;
13;13202;PIRQUE;184;39.404;530;113.266;714;152.671;1.202;250.700;884;185.682;2.086;436.382;1.386;290.105;1.414;298.949;2.800;589.053;
13;13203;SAN JOSE DE MAIPO;139;29.785;393;84.028;532;113.813;707;146.534;694;144.421;1.401;290.955;846;176.319;1.087;228.449;1.933;404.768;
13;13301;COLINA;980;209.494;1.744;371.531;2.724;581.025;3.485;732.406;3.411;722.281;6.896;1.454.687;4.465;941.900;5.155;1.093.813;9.620;2.035.712;
13;13302;LAMPA;828;177.437;1.397;298.492;2.225;475.929;2.471;519.242;2.320;491.936;4.791;1.011.178;3.299;696.679;3.717;790.428;7.016;1.487.107;
13;13303;TILTIL;166;35.423;415;88.770;581;124.194;805;168.399;684;144.804;1.489;313.202;971;203.822;1.099;233.574;2.070;437.396;
13;13401;SAN BERNARDO;1.885;403.224;5.981;1.277.459;7.866;1.680.683;10.849;2.285.529;11.969;2.535.827;22.818;4.821.356;12.734;2.688.754;17.950;3.813.286;30.684;6.502.040;
13;13402;BUIN;648;138.393;1.702;363.511;2.350;501.904;3.733;784.283;3.770;798.192;7.503;1.582.475;4.381;922.676;5.472;1.161.702;9.853;2.084.379;
13;13403;CALERA DE TANGO;131;27.847;414;88.510;545;116.357;955;199.453;868;183.507;1.823;382.960;1.086;227.300;1.282;272.017;2.368;499.317;
13;13404;PAINE;613;131.018;1.557;332.862;2.170;463.880;3.069;646.079;2.537;538.348;5.606;1.184.427;3.682;777.097;4.094;871.210;7.776;1.648.307;
13;13501;MELIPILLA;1.408;301.300;3.438;732.367;4.846;1.033.668;6.100;1.284.326;5.830;1.235.417;11.930;2.519.743;7.508;1.585.626;9.268;1.967.784;16.776;3.553.411;
13;13502;ALHUE;75;16.072;162;34.716;237;50.788;307;64.958;226;47.871;533;112.829;382;81.030;388;82.587;770;163.617;
13;13503;CURACAVI;427;91.382;874;186.014;1.301;277.396;1.488;309.468;1.478;309.523;2.966;618.991;1.915;400.850;2.352;495.537;4.267;896.386;
13;13504;MARIA PINTO;152;32.573;390;83.385;542;115.958;638;133.685;553;117.098;1.191;250.783;790;166.258;943;200.483;1.733;366.741;
13;13505;SAN PEDRO;289;61.893;406;87.004;695;148.897;436;91.966;306;64.985;742;156.951;725;153.859;712;151.989;1.437;305.849;
13;13601;TALAGANTE;510;109.159;1.501;320.504;2.011;429.663;3.039;636.826;3.288;695.925;6.327;1.332.751;3.549;745.986;4.789;1.016.429;8.338;1.762.415;
13;13602;EL MONTE;460;98.415;918;196.325;1.378;294.740;1.391;293.761;1.278;271.201;2.669;564.962;1.851;392.176;2.196;467.525;4.047;859.701;
13;13603;ISLA DE MAIPO;243;51.908;703;150.650;946;202.558;1.650;348.394;1.384;293.114;3.034;641.508;1.893;400.302;2.087;443.764;3.980;844.066;
13;13604;PADRE HURTADO;364;77.773;1.104;236.022;1.468;313.795;2.529;531.945;2.222;473.204;4.751;1.005.150;2.893;609.718;3.326;709.227;6.219;1.318.945;
13;13605;PEÑAFLOR;590;126.060;1.722;367.621;2.312;493.680;3.643;761.919;4.081;865.175;7.724;1.627.094;4.233;887.979;5.803;1.232.796;10.036;2.120.775;
Total;;;178.644;38.209.673;434.011;92.593.950;612.655;130.803.623;707.596;147.254.705;796.484;167.599.523;1.504.080;314.854.228;886.240;185.464.378;1.230.495;260.193.473;2.116.735;445.657.851;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
